cms_zip_locality	idx_zip_locality_carrier	f	f	CREATE INDEX idx_zip_locality_carrier ON public.cms_zip_locality USING btree (mac_carrier, locality_code)
cms_zip_locality	idx_zip_locality_zip	f	f	CREATE INDEX idx_zip_locality_zip ON public.cms_zip_locality USING btree (zip_code)
comm_locks	comm_locks_pkey	t	t	CREATE UNIQUE INDEX comm_locks_pkey ON public.comm_locks USING btree (id)
comm_locks	idx_comm_locks_lead	f	f	CREATE INDEX idx_comm_locks_lead ON public.comm_locks USING btree (lead_id, released_at, expires_at)
cpt_codes	cpt_codes_code_key	t	f	CREATE UNIQUE INDEX cpt_codes_code_key ON public.cpt_codes USING btree (code)
cpt_codes	cpt_codes_pkey	t	t	CREATE UNIQUE INDEX cpt_codes_pkey ON public.cpt_codes USING btree (id)
cpt_codes	idx_cpt_codes_description	f	f	CREATE INDEX idx_cpt_codes_description ON public.cpt_codes USING gin (to_tsvector('english'::regconfig, description))
delegated_entities	delegated_entities_pkey	t	t	CREATE UNIQUE INDEX delegated_entities_pkey ON public.delegated_entities USING btree (id)
delegated_entities	idx_de_state	f	f	CREATE INDEX idx_de_state ON public.delegated_entities USING btree (state) WHERE (active = true)
denial_patterns	denial_patterns_pkey	t	t	CREATE UNIQUE INDEX denial_patterns_pkey ON public.denial_patterns USING btree (id)
denial_patterns	idx_denial_patterns_carc	f	f	CREATE INDEX idx_denial_patterns_carc ON public.denial_patterns USING btree (carc_code)
denial_patterns	idx_denial_patterns_created_at	f	f	CREATE INDEX idx_denial_patterns_created_at ON public.denial_patterns USING btree (created_at)
denials	denials_pkey	t	t	CREATE UNIQUE INDEX denials_pkey ON public.denials USING btree (id)
denials	idx_denials_claim_id	f	f	CREATE INDEX idx_denials_claim_id ON public.denials USING btree (claim_id)
denials	idx_denials_org	f	f	CREATE INDEX idx_denials_org ON public.denials USING btree (organization_id)
document_types	document_types_pkey	t	t	CREATE UNIQUE INDEX document_types_pkey ON public.document_types USING btree (code)
email_logs	email_logs_pkey	t	t	CREATE UNIQUE INDEX email_logs_pkey ON public.email_logs USING btree (id)
email_logs	idx_email_logs_org	f	f	CREATE INDEX idx_email_logs_org ON public.email_logs USING btree (organization_id)
email_templates	email_templates_pkey	t	t	CREATE UNIQUE INDEX email_templates_pkey ON public.email_templates USING btree (id)
email_templates	idx_email_templates_org	f	f	CREATE INDEX idx_email_templates_org ON public.email_templates USING btree (organization_id)
