org_message_templates	9	created_at	timestamp with time zone		NO	now()
org_message_templates	10	updated_at	timestamp with time zone		NO	now()
org_payer_mappings	1	id	uuid		NO	gen_random_uuid()
org_payer_mappings	2	organization_id	text		NO	
org_payer_mappings	3	payer_name	text		NO	
org_payer_mappings	4	payer_id	text		NO	
org_payer_mappings	5	payer_type	text		YES	
org_payer_mappings	6	is_primary	boolean		NO	false
org_payer_mappings	7	is_active	boolean		NO	true
org_payer_mappings	8	metadata	jsonb		NO	'{}'::jsonb
org_providers	1	id	uuid		NO	gen_random_uuid()
org_providers	2	organization_id	text		NO	
org_providers	3	first_name	text		NO	
org_providers	4	last_name	text		NO	
org_providers	5	npi	text		YES	
org_providers	6	email	text		YES	
org_providers	7	phone	text		YES	
org_providers	8	specialties	jsonb		NO	'[]'::jsonb
org_providers	9	service_types	jsonb		NO	'[]'::jsonb
org_providers	10	languages	jsonb		NO	'["en"]'::jsonb
org_providers	11	availability	jsonb		NO	'{}'::jsonb
org_providers	12	metadata	jsonb		NO	'{}'::jsonb
org_providers	13	is_active	boolean		NO	true
org_service_types	1	id	uuid		NO	gen_random_uuid()
org_service_types	2	organization_id	text		NO	
org_service_types	3	service_code	text		NO	
org_service_types	4	service_name	text		NO	
org_service_types	5	description	text		YES	
org_service_types	6	metadata	jsonb		NO	'{}'::jsonb
org_service_types	7	is_active	boolean		NO	true
org_voice_personas	1	id	uuid		NO	gen_random_uuid()
org_voice_personas	2	organization_id	text		NO	
org_voice_personas	3	persona_key	text		NO	
org_voice_personas	4	vapi_assistant_id	text		NO	
org_voice_personas	5	persona_name	text		NO	
org_voice_personas	6	greeting	text		YES	
org_voice_personas	7	system_prompt	text		YES	
org_voice_personas	8	metadata	jsonb		NO	'{}'::jsonb
org_voice_personas	9	is_active	boolean		NO	true
organizations	1	id	character varying		NO	(gen_random_uuid())::text
organizations	2	name	character varying		NO	
organizations	3	created_at	timestamp without time zone		YES	now()
organizations	4	onboarding_dismissed_at	timestamp without time zone		YES	
organizations	5	contact_email	text		YES	
organizations	6	status	text		NO	'active'::text
organizations	7	updated_at	timestamp with time zone		NO	now()
patients	1	id	character varying		NO	gen_random_uuid()
patients	2	lead_id	character varying		YES	
patients	3	dob	text		NO	
patients	4	state	text		YES	
patients	5	insurance_carrier	text		YES	
patients	6	member_id	text		YES	
patients	7	plan_type	text		YES	
patients	8	first_name	character varying		YES	
patients	9	last_name	character varying		YES	
patients	10	preferred_name	character varying		YES	
patients	11	phone	character varying		YES	
patients	12	email	character varying		YES	
patients	13	sex	character varying	10	YES	
patients	14	address	jsonb		YES	
patients	15	group_number	character varying		YES	
patients	16	insured_name	character varying		YES	
patients	17	relationship_to_insured	character varying		YES	
patients	18	authorization_number	character varying		YES	
patients	19	payer_id	character varying		YES	
patients	20	referring_provider_name	character varying		YES	
patients	21	referring_provider_npi	character varying		YES	
patients	22	default_provider_id	character varying		YES	
patients	23	referral_source	character varying		YES	
patients	24	referral_partner_name	character varying		YES	
patients	25	service_needed	character varying		YES	
patients	26	intake_completed	boolean		YES	false
patients	27	vob_verified	boolean		YES	false
patients	28	notes	text		YES	
patients	29	created_at	timestamp without time zone		YES	now()
patients	30	updated_at	timestamp without time zone		YES	
patients	31	organization_id	character varying		YES	
patients	32	secondary_payer_id	character varying		YES	
patients	33	secondary_member_id	character varying		YES	
patients	34	secondary_group_number	character varying		YES	
patients	35	secondary_plan_name	character varying		YES	
patients	36	secondary_relationship	character varying		YES	'self'::character varying
patients	37	street_address	character varying		YES	
